class, text
"pos","La loi 20-80 est vérifiée au niveau de la répartition de la richesse autrement dit:  20% des marocains détiennent 80% de la richesse du pays. et les 20% des marocains meurent de famine. c'est la vrie équation d'inégalité"
"pos","80% de la richesse en faveur de 20% de la population sélectionnée (Ben........) 80% des marocains meurent de famine"
"pos","Bonjour , SVP quelqu'un peut il m'expliquer c'est quoi la fiche du poste et le rôle du cheikh ?? Merci"
"pos","SVP c'est où il faut déposer le dossier de candidature (l'adresse de correspondance) ? merci"
"pos","moi je suis tres admiratif des peuples d'europe et de leur intelligence ,quand on sait combien de guerres ils se sont livrees entre eux , combien de morts , combien de souffrances , il y a eu entre les anglais et les francais qui sont devenus allies apres une guerre qui a dure 100 ans ,et malgre tout cela regardez comment ils ont depasser le passe et oublie et pardonne et comment ils regardent l'avenir de leurs generations futures , maintenant comparez avec toute la rancune que l'algerie voisine et soeur porte envers tout ce qui est marocain soit disant que le maroc leur a fait la guerre pour les frontieres EST et malgre que plusieurs decennies se sont ecoulees et que l'algerie a finit par avoir tout le territoire objet du litige et que tous les responsables politiques et militaires dans les 2 pays qui ont vecu ca sont decedes , elle n'arrive pas a depasser ca et reste totalement bloquee sur cet episode qui n'a dure que quelques jours : dommage"
"pos","visite de courtoisie certes, mais derriere y a l economie qui suit, et en particulier le TGV ...etc etc..."
"pos","pas de gouvernement et pas syndicats que des profiteurs"
"pos","Qu'est-ce qu'ils vont nous sortir du chapeau cette fois ???! Un lapin rose ou bien sa majesté est malade on doit se calmer et cesser de revendiquer une justice sociale et la répartition des richesses du pays depuis l'indépendance"
"pos","Le roi de Maroc, comme des ailleuls, jamais laisserait, les gouvernements elus par le peuple triompher et le faire ombre, lui, il est le dieu des marocains, narcisisme puré et dur"
"pos","Vous êtes en train de discuter des choses banales et démagogiques, premièrement, vous êtes pas légale de parler dans les affaires des citoyens, parceque vous êtes dépassé antant que représentants, 2iement, vous êtes que des profiteurs...."
"pos","Le roi de Maroc, comme des ailleuls, jamais laisserait, les gouvernements elus par le peuple triompher et le faire ombre, lui, il est le dieu des marocains, narcisisme puré et dur"
"pos","Vous êtes en train de discuter des choses banales et démagogiques, premièrement, vous êtes pas légale de parler dans les affaires des citoyens, parceque vous êtes dépassé antant que représentants, 2iement, vous êtes que des profiteurs...."
"pos","Ce khadim addaoula vient pour terminer un projet diabolique déjà établi pour en finir avec l'enseignement public . Car un citoyen bien éduqué représente un danger pour le lobby pourri qui contrôle le pays"
"pos","Le gouvernnement se prepare deja par la loi 8 qui lui permet de se desengage de tout ces responsabilites financirere. Donc elle va lancer des appels d'offre en masse et va rien payer aux promoteurs. Rire y aura personne qui voudra realiser ces projets sauf les arrivistes bien selenu. Wach fhamtoni ola la"
"pos","il faut que des lois soient légiférées, quand on intercepte qq1 qui n'applique pas la loi ou intervient pour qq1 il faut le virer et apprendre aux personnels de cet établissement à respecter les gens,comme on le fait partout je vois que parfois même les médecins ontle morale des malfaiteurs,sans parler des infirmiers que seul la corruption les fait marcher"
"pos","Ma fille de 6 ans a eu le 6 courrant des douleurs abdo intenses et nous avons consulte les urgences de la clinique CNSS agadir a 3 h du matin le medcin de garde lui injecte colorant + aspigic puis ordononce les douleurs ne cessent pas et nous revenons le lendemain et nous retrouvons le même medcin il proscrit 1 éco le problème c'est que le le radiologue refuse de réaliser et de nous recevoir .nous avons attendu 1h30 dans la douleur et le stress jusqu'à ce que le directeur en personne intervient sur demande du médecin en garde.c est choquant un médecin en exercice refuse de passer à l act le patient fut1 enfant de 6 ans c est contraire à la lois et à la déontologie du métier je vais le réclamer par écrit et on verra????a"
"pos","Ce n'est pas des hôpitaux qui manquent mais des médecins et des infirmiers honnêtes car vous pouvez construire des hôpitaux et vous y mettez des gens corrompus le problème perssistera"
"pos","Si manque il y a arrêtez les départ de pistonnes vers le privé et les détachements à tord et à travers alors que nous on nous force à travailler la ou on est depuis des années. Je suis choque à retrouver toute  ma promotion à l'hôpital chikh khalifa. Pourquoi eux quels sont vos critères ! !!!!!!!!"
"pos","Ce monsieur ment tout le temps Le nombre de postes dans le PLF 2017 pour le ministère de santé est de 1500 seulement pas 4200 comme précisé dans l'article."
"pos","Voici quelques statistiques qui parlent d'elles même; le nombre de médecin par mille habitants en 2017,u Maroc est de 0,71, en Tunisie il est de 1,21, en Algérie il est de 1,30 . Le concours en première année de médecine au Maroc est aussi sévère qu'en France!!! à méditer Mr le ministre!"
"pos","Certains intervenants avancent que les hôpitaux existent mais les médecins et infirmiers manquent. D'autres affirment au contraire que c'est les médecins et infirmiers qui manquent et pas les hôpitaux et dispensaires. A vraie dire c'est la volonté politique qui est absente. Les ministres ont les moyens de payer leurs consultations dans des cliniques privées nationales ou étrangères. Ils n'ont pas à casser leurs tête pour quelque chose dont ils vont pas s'en servir. Cela ressort de la logique. Nest-cepas messieurs les ministre!"
"pos","Comment voulez vous que les responsables nommés assurent l équité d accès aux soins alors que eux favorisent des citoyens contre d autres car ils servent des agendas politiques vs savez la tendance actuelle est de nommer aux postes de responsabilités des gens syndiqués politisés A vs de comprendre"
"pos","Les violeurs qui ont de l argent ne vont jamais en prison . Il faut changer les juges parceque ça pu de trops et de loin.."
"pos","Toutes les dérives sexuelles doivent être sévérement puni : harcèlement viol pédophilie zoophilie"
"pos","C'est curieux. Pourquoi on manifeste dans les rues en français?!!! C'est de la pure schyzophrénie!"
"neg","Je n'aimerai pas être à la place de quelqu'un !! Avoir des affaires avec les saoudiens , les Emaratis et aussi les Qataris !!!! Comment faire maintenant !!!??? Sans parler des problèmes intérieur!!!! Je suis pauvre mais je dors comme un bébé"
"pos","Je ne comprend pas les marocains,chacun a son idée et il la veut comme il veut lui !!!!!! Ça marchera jamais par manque de réflection et étudier ce qui est bon et mauvais et les droits et les devoirs et ceux qui veulent vivre à l'œil ,sans travailler et sans se forcer ils pourront toujours attendre c'est pas demain la veille"
"neg","c fini avec pjd, pjd game over...."
"pos","Tous ces agissements pour enterrer toute espoir de démocratie . Car le lobby pourri aidé par l'état profond ne veulent pas lâcher au peuple les immenses richesses qu'ils s'accaparent depuis des décennies  Encouragés par les situations de non droit qu'ils ont créées à travers des mesures impopulaires et en détruisant la justice la santé et surtout l'enseignement qui représente un danger pour eux  Tel est le destin de ce damné peuple"
"pos","les crises et les manifestations que le maroc connaît actuellement c est le produit d une politique stérile manquant d une vision stratégique centre sur le citoyen en améliorant les conditions .de vie vraiment les islamistes n ont pas de pensée politique cinq ans de pouvoir resultat des marcheurs enragés des slogans des revendications partout dans le maroc  des réformes tel que caisse de retraite endossant au foñctionnaires la responsabilité des erreurs des politiques publique la caisse de compensation sur le carburant la chute du prix du baril dans le monde chez nous la flambée des prix ne cesse de grimper"
"neg","Des aides humanitaire pour le Qatar. Vous avez envoyer quoi ? Du riz et des haricots ? ? Franchement la bassesse n'a pas de limite. Dieu avec vous frère de l'atlas qui n'ont rien pour le ramadan"
"neg","regler deja probleme de hoceima au lieu de soccuper des pays du golf"
"neg","J'avais dit y a plus de 6 mois que nos soldats reviennent dans des caisses en bois pas dizaines, personne n'a consulté les marocains pour envoyer notre armée défendre les indiens de la péninsule d'Arabie , A quel prix ? Et qui va récolter ?"
"pos","Le communiqué du ministère des affaires étrangères d'hier était judicieux mais on a commencé à impliquer nous-mêmes dans des choses futiles. On doit rester neutre vu la renommée de notre pays. De telles déclarations peuvent nous induire en de néfastes conséquences."
"neg","on parle de l'iran ici c'est sûr puis c'est vrai l,iran cherche à divisé pour régné ???!!!!!"
"pos","C est le scénario d il y a presque 30 ans entre l Iraq et le Koweït la suite nous la vivons aujourd'hui je crains que l Arabie saoudite aie le même sort que l Iraq"
"neg","le maroc est pays africain, je ne vois pas pourquoi on doit s interesser aux problemes des arabes alors qu on a pas encore resolu les notres, et pourquoi on envoi des aides aux pays qui sont plus riches que nous et une grande partie du peuple marocain creve de fain, le gouvernement marocain aurait les envoyer a anfgou en atlas, et dans d autre region surtout en ce mois de Ramadan"
"neg","Quand est ce qu'on s'occupera de nos propres affaires ? 1 Le prochain avion pour le Qatar sera rempli de Q pour nos chers baiseurs... car ils ne peuvent pas sortir de chez eux pour venir \"uriner\" sur nous..."
"neg","Salamou alikoum, C'est très raisonnable comme décision de notre sa majesté notre roi Mohamed Six , il faut dire que dans les événements actuels , le monde brûle et on sait très bien pourquoi, il y a des mochard qu'ils veulent détruire l'union dans le monde arabe musulman, tout le monde n'a pas douté que la visite de Trump à l'arabie saoudite va ramener ses fruits amères et dont voilà le résultat, cette fois ci la victime est Qatar, Dieu sait c'est qui le prochain pays!!!, ce que je ne comprends pas, pourquoi les autres rentrent dans les affaires des pays arabo-musulmans, alors qu'eux, ils ne laissent personne savoir leurs salades!!! En espère que ce problème sera résolu le plus vite possible et que l'union et la paix reviennent dans le monde arabe. Allah alwatan alamlek . Merci hespress"
